source,target,Edge Type,source_genre,source_year,target_genre,target_year
10124,2299,LyricalReferenceTo,Indie Folk,2010,Blues Rock,1985
10128,10709,LyricalReferenceTo,Desert Rock,2023,,
10133,9815,DirectlySamples,,,,
10133,219,CoverOf,,,Dream Pop,1997
10133,13956,InterpolatesFrom,,,,
10135,11866,InStyleOf,Jazz Surf Rock,2023,Jazz Surf Rock,2015
10135,16612,InStyleOf,Jazz Surf Rock,2023,Jazz Surf Rock,1996
10138,5887,InStyleOf,Doom Metal,2026,Doom Metal,1997
10140,10825,InStyleOf,Dream Pop,2026,Dream Pop,2020
10140,4680,InStyleOf,Dream Pop,2026,,
10140,9511,CoverOf,Dream Pop,2026,Dream Pop,2010
10142,438,InStyleOf,Doom Metal,2029,Dream Pop,2010
10142,10704,LyricalReferenceTo,Doom Metal,2029,Indie Rock,2010
10142,15971,InterpolatesFrom,Doom Metal,2029,Indie Rock,2013
10142,13934,InterpolatesFrom,Doom Metal,2029,Indie Folk,2026
10142,9999,LyricalReferenceTo,Doom Metal,2029,Indie Folk,2017
10142,14875,LyricalReferenceTo,Doom Metal,2029,,
10142,7773,InStyleOf,Doom Metal,2029,Indie Rock,2019
10142,1888,CoverOf,Doom Metal,2029,Indie Folk,2017
10142,7511,InterpolatesFrom,Doom Metal,2029,Synthwave,2017
10142,10444,InStyleOf,Doom Metal,2029,Indie Folk,2017
10142,8630,InterpolatesFrom,Doom Metal,2029,Indie Folk,2010
10153,15261,InterpolatesFrom,Psychedelic Rock,2027,Psychedelic Rock,2022
10153,4243,InStyleOf,Psychedelic Rock,2027,Psychedelic Rock,2025
10155,13421,InStyleOf,,,Dream Pop,1994
10155,6342,InStyleOf,,,Dream Pop,2004
10155,2510,InStyleOf,,,Dream Pop,1981
10156,11214,InStyleOf,Indie Folk,2023,,
10158,6074,InStyleOf,Southern Gothic Rock,2028,Southern Gothic Rock,2023
10159,14136,CoverOf,,,Doom Metal,2013
10160,8904,InStyleOf,Indie Folk,2028,Doom Metal,2014
10160,7982,InStyleOf,Indie Folk,2028,Oceanus Folk,2024
10160,8396,LyricalReferenceTo,Indie Folk,2028,Oceanus Folk,2023
10165,4046,InterpolatesFrom,Synthwave,2029,,
10169,7116,InterpolatesFrom,Doom Metal,2023,Doom Metal,2007
10169,11251,LyricalReferenceTo,Doom Metal,2023,Indie Folk,2020
10173,10159,InterpolatesFrom,,,,
10173,3025,InterpolatesFrom,,,Oceanus Folk,2017
10173,14762,CoverOf,,,Oceanus Folk,2017
10173,13563,InterpolatesFrom,,,,
10173,757,InStyleOf,,,Oceanus Folk,2023
10175,14599,CoverOf,Doom Metal,2028,Americana,2019
10179,11290,InStyleOf,,,Synthwave,2003
10179,6368,LyricalReferenceTo,,,Synthwave,1994
10183,9085,InterpolatesFrom,,,Doom Metal,2004
10185,3237,InStyleOf,Dream Pop,2026,Psychedelic Rock,2024
10185,12794,InStyleOf,Dream Pop,2026,Dream Pop,2021
10185,12120,DirectlySamples,Dream Pop,2026,,
10192,10417,CoverOf,,,Lo-Fi Electronica,2010
10192,827,CoverOf,,,Lo-Fi Electronica,2006
10192,14768,InStyleOf,,,Lo-Fi Electronica,2005
10192,966,InterpolatesFrom,,,Lo-Fi Electronica,2003
10192,2848,LyricalReferenceTo,,,Lo-Fi Electronica,2010
10194,2942,LyricalReferenceTo,Southern Gothic Rock,2023,Southern Gothic Rock,2010
10197,9116,LyricalReferenceTo,Doom Metal,2029,Doom Metal,2020
10197,9696,CoverOf,Doom Metal,2029,Synthwave,2020
10197,4728,InterpolatesFrom,Doom Metal,2029,,
10197,9893,InterpolatesFrom,Doom Metal,2029,,
10197,14118,CoverOf,Doom Metal,2029,Indie Folk,2017
10197,7604,InterpolatesFrom,Doom Metal,2029,Dream Pop,2019
10197,10673,InStyleOf,Doom Metal,2029,Doom Metal,2013
10198,3692,InStyleOf,Indie Folk,2020,Synthwave,2017
10201,2292,InStyleOf,Indie Folk,2023,Indie Folk,2020
10206,11213,InStyleOf,Indie Rock,2016,,
10211,14143,InterpolatesFrom,Space Rock,2021,Darkwave,2017
10215,16101,InStyleOf,Dream Pop,2026,Indie Rock,2017
10215,3932,InterpolatesFrom,Dream Pop,2026,Dream Pop,2020
10215,7395,InterpolatesFrom,Dream Pop,2026,Synthwave,2021
10215,6798,InterpolatesFrom,Dream Pop,2026,Dream Pop,2024
10215,13552,CoverOf,Dream Pop,2026,,
10215,14987,InterpolatesFrom,Dream Pop,2026,Doom Metal,2017
10215,13721,LyricalReferenceTo,Dream Pop,2026,,
10222,13681,LyricalReferenceTo,Dream Pop,2020,Indie Folk,2010
10222,8776,InterpolatesFrom,Dream Pop,2020,,
10226,14670,LyricalReferenceTo,Indie Folk,1991,Alternative Rock,1984
10226,8173,InStyleOf,Indie Folk,1991,Dream Pop,1985
10229,8739,InStyleOf,Speed Metal,2017,Speed Metal,2005
10229,13430,LyricalReferenceTo,Speed Metal,2017,Speed Metal,1991
10236,2202,InterpolatesFrom,Alternative Rock,2012,,
10240,8989,DirectlySamples,,,Southern Gothic Rock,2013
10241,14136,InterpolatesFrom,Indie Folk,2023,Doom Metal,2013
10246,15383,InterpolatesFrom,Doom Metal,2010,Doom Metal,2007
10247,11984,LyricalReferenceTo,Southern Gothic Rock,2013,Blues Rock,1991
10247,15104,InStyleOf,Southern Gothic Rock,2013,Southern Gothic Rock,2016
10247,4411,InStyleOf,Southern Gothic Rock,2013,,
10258,1841,DirectlySamples,,,Indie Folk,2010
10258,16524,LyricalReferenceTo,,,Oceanus Folk,2013
10259,14859,InStyleOf,Jazz Surf Rock,2028,Desert Rock,2017
10259,9759,InterpolatesFrom,Jazz Surf Rock,2028,Synthwave,2029
10259,13260,LyricalReferenceTo,Jazz Surf Rock,2028,Indie Folk,2027
10266,4046,LyricalReferenceTo,Indie Folk,2020,,
10266,6006,DirectlySamples,Indie Folk,2020,Doom Metal,2004
10270,3362,CoverOf,Post-Apocalyptic Folk,2026,Synthwave,2022
10270,11024,LyricalReferenceTo,Post-Apocalyptic Folk,2026,Americana,2017
10270,14720,LyricalReferenceTo,Post-Apocalyptic Folk,2026,Oceanus Folk,2023
10270,10111,InStyleOf,Post-Apocalyptic Folk,2026,Darkwave,2019
10270,14039,InStyleOf,Post-Apocalyptic Folk,2026,Americana,2017
10275,9077,InStyleOf,,,Doom Metal,2007
10279,2221,InterpolatesFrom,Southern Gothic Rock,2027,Southern Gothic Rock,2009
10279,14510,InterpolatesFrom,Southern Gothic Rock,2027,,
10279,10503,InStyleOf,Southern Gothic Rock,2027,Southern Gothic Rock,2013
10279,6504,InterpolatesFrom,Southern Gothic Rock,2027,Indie Pop,2010
10282,11431,CoverOf,,,Indie Folk,2004
10283,866,CoverOf,Indie Folk,2023,,
10283,12397,LyricalReferenceTo,Indie Folk,2023,Dream Pop,2007
10290,6368,InStyleOf,,,Synthwave,1994
10294,6315,CoverOf,,,Emo/Pop Punk,1987
10294,6245,InStyleOf,,,Emo/Pop Punk,1989
10294,4749,InStyleOf,,,,
10294,1955,LyricalReferenceTo,,,Emo/Pop Punk,1985
10294,8230,DirectlySamples,,,Emo/Pop Punk,1989
10294,5051,CoverOf,,,Emo/Pop Punk,1997
10309,4069,CoverOf,Alternative Rock,2022,Indie Pop,1993
10309,16162,CoverOf,Alternative Rock,2022,,
10309,8055,CoverOf,Alternative Rock,2022,Alternative Rock,2004
10310,10282,LyricalReferenceTo,Dream Pop,2020,,
10313,3501,InStyleOf,Dream Pop,2022,Oceanus Folk,2007
10313,13324,InStyleOf,Dream Pop,2022,Oceanus Folk,2004
10318,13965,CoverOf,Oceanus Folk,2010,Oceanus Folk,2007
10333,4006,CoverOf,,,Indie Rock,2007
10333,5911,DirectlySamples,,,Indie Rock,2024
10337,1977,LyricalReferenceTo,Doom Metal,2007,,
10337,5887,InterpolatesFrom,Doom Metal,2007,Doom Metal,1997
10338,7278,CoverOf,Dream Pop,2023,Synthwave,2022
10342,10747,InStyleOf,Dream Pop,2017,Dream Pop,2019
10342,10281,LyricalReferenceTo,Dream Pop,2017,Synthwave,2016
10350,5218,InStyleOf,,,Blues Rock,1996
10350,11830,CoverOf,,,Synthwave,2000
10350,7184,InStyleOf,,,Indie Pop,1994
10354,9524,InterpolatesFrom,Dream Pop,2018,Dream Pop,2006
10354,5436,DirectlySamples,Dream Pop,2018,Dream Pop,1984
10354,4283,InterpolatesFrom,Dream Pop,2018,Dream Pop,2013
10354,15539,InterpolatesFrom,Dream Pop,2018,Dream Pop,2012
10354,12971,InStyleOf,Dream Pop,2018,Dream Pop,2016
10366,14527,LyricalReferenceTo,Emo/Pop Punk,2015,Emo/Pop Punk,2013
10366,9473,LyricalReferenceTo,Emo/Pop Punk,2015,,
10366,6245,LyricalReferenceTo,Emo/Pop Punk,2015,Emo/Pop Punk,1989
10366,6397,InStyleOf,Emo/Pop Punk,2015,Emo/Pop Punk,2011
10366,10937,InterpolatesFrom,Emo/Pop Punk,2015,,
10366,11240,InterpolatesFrom,Emo/Pop Punk,2015,Emo/Pop Punk,2004
10367,8593,CoverOf,Synthwave,2013,Doom Metal,2007
10367,15622,InterpolatesFrom,Synthwave,2013,Doom Metal,1997
10367,15306,InStyleOf,Synthwave,2013,Psychedelic Rock,2004
10368,11768,InterpolatesFrom,Post-Apocalyptic Folk,2028,Dream Pop,2024
10368,8263,InStyleOf,Post-Apocalyptic Folk,2028,Psychedelic Rock,2022
10376,14965,DirectlySamples,Dream Pop,2029,Doom Metal,2010
10385,12538,InStyleOf,Space Rock,2028,,
10385,10281,CoverOf,Space Rock,2028,Synthwave,2016
10385,7278,CoverOf,Space Rock,2028,Synthwave,2022
10385,11824,InStyleOf,Space Rock,2028,Dream Pop,2020
10385,3966,CoverOf,Space Rock,2028,Synthwave,2018
10388,6461,DirectlySamples,Doom Metal,1991,,
10388,11210,LyricalReferenceTo,Doom Metal,1991,Doom Metal,1987
10388,14961,LyricalReferenceTo,Doom Metal,1991,Synthwave,1987
10390,5844,InterpolatesFrom,Southern Gothic Rock,2009,Southern Gothic Rock,2005
10392,13564,DirectlySamples,,,Psychedelic Rock,2015
10398,15622,LyricalReferenceTo,Indie Folk,2013,Doom Metal,1997
10402,9387,InStyleOf,Alternative Rock,2010,Dream Pop,2007
10402,13208,InStyleOf,Alternative Rock,2010,Dream Pop,2007
10402,2510,LyricalReferenceTo,Alternative Rock,2010,Dream Pop,1981
10404,1884,CoverOf,Indie Folk,2017,,
10404,15622,InStyleOf,Indie Folk,2017,Doom Metal,1997
10406,13563,InterpolatesFrom,Oceanus Folk,2023,,
10415,13399,LyricalReferenceTo,Indie Folk,2017,Indie Folk,2013
10417,11677,LyricalReferenceTo,Lo-Fi Electronica,2010,Lo-Fi Electronica,2009
10417,4781,InStyleOf,Lo-Fi Electronica,2010,Lo-Fi Electronica,2003
10417,14768,InStyleOf,Lo-Fi Electronica,2010,Lo-Fi Electronica,2005
10417,827,InterpolatesFrom,Lo-Fi Electronica,2010,Lo-Fi Electronica,2006
10419,11125,InterpolatesFrom,Dream Pop,1997,,
10426,1841,InStyleOf,Oceanus Folk,2026,Indie Folk,2010
10426,3025,InStyleOf,Oceanus Folk,2026,Oceanus Folk,2017
10426,16524,LyricalReferenceTo,Oceanus Folk,2026,Oceanus Folk,2013
10431,8230,InStyleOf,,,Emo/Pop Punk,1989
10431,10294,CoverOf,,,,
10431,6454,InStyleOf,,,Indie Pop,1991
10431,6315,InStyleOf,,,Emo/Pop Punk,1987
10431,6245,InStyleOf,,,Emo/Pop Punk,1989
10431,12382,InterpolatesFrom,,,Alternative Rock,2011
10431,3217,CoverOf,,,Avant-Garde Folk,2018
10434,4432,InterpolatesFrom,Speed Metal,2007,Speed Metal,2005
10435,10432,InterpolatesFrom,Southern Gothic Rock,2027,,
10439,8561,InterpolatesFrom,Dream Pop,2020,Indie Rock,2013
10441,15408,CoverOf,,,,
10443,4675,InterpolatesFrom,Psychedelic Rock,2025,Desert Rock,2020
10447,9895,DirectlySamples,Dream Pop,2018,Synthwave,1989
10448,13423,InStyleOf,Jazz Surf Rock,2015,Indie Folk,2010
10453,16495,InterpolatesFrom,Southern Gothic Rock,2026,Southern Gothic Rock,1997
10453,12042,InStyleOf,Southern Gothic Rock,2026,Southern Gothic Rock,2014
10453,4609,LyricalReferenceTo,Southern Gothic Rock,2026,Avant-Garde Folk,1997
10453,6745,CoverOf,Southern Gothic Rock,2026,Indie Pop,1994
10453,4854,InStyleOf,Southern Gothic Rock,2026,Southern Gothic Rock,2004
10453,13001,InStyleOf,Southern Gothic Rock,2026,,
10468,5425,InStyleOf,Indie Folk,2020,Doom Metal,2013
10469,4095,DirectlySamples,Space Rock,2015,Indie Rock,2010
10475,13545,InterpolatesFrom,Speed Metal,2020,Speed Metal,1997
10478,9122,InStyleOf,Lo-Fi Electronica,2032,,
10478,13985,LyricalReferenceTo,Lo-Fi Electronica,2032,Lo-Fi Electronica,2013
10478,827,InStyleOf,Lo-Fi Electronica,2032,Lo-Fi Electronica,2006
10478,13297,CoverOf,Lo-Fi Electronica,2032,Lo-Fi Electronica,2017
10478,11677,CoverOf,Lo-Fi Electronica,2032,Lo-Fi Electronica,2009
10478,14512,InStyleOf,Lo-Fi Electronica,2032,Lo-Fi Electronica,1997
10478,10417,InStyleOf,Lo-Fi Electronica,2032,Lo-Fi Electronica,2010
10478,8680,CoverOf,Lo-Fi Electronica,2032,,
10478,14710,InStyleOf,Lo-Fi Electronica,2032,Lo-Fi Electronica,2024
10478,14566,CoverOf,Lo-Fi Electronica,2032,,
10484,8593,CoverOf,,,Doom Metal,2007
10484,10361,InterpolatesFrom,,,Post-Apocalyptic Folk,2011
10503,14038,InStyleOf,Southern Gothic Rock,2013,,
10505,14118,DirectlySamples,Jazz Surf Rock,2027,Indie Folk,2017
10505,11251,LyricalReferenceTo,Jazz Surf Rock,2027,Indie Folk,2020
10505,14626,CoverOf,Jazz Surf Rock,2027,Synthwave,2024
10505,9116,InStyleOf,Jazz Surf Rock,2027,Doom Metal,2020
10505,2486,LyricalReferenceTo,Jazz Surf Rock,2027,Doom Metal,2023
10505,16432,InStyleOf,Jazz Surf Rock,2027,,
10507,11127,DirectlySamples,,,Psychedelic Rock,2016
10513,15578,InterpolatesFrom,Blues Rock,1991,Indie Pop,1987
10517,6665,InterpolatesFrom,Indie Folk,2027,Desert Rock,2026
10520,7304,InStyleOf,Southern Gothic Rock,2012,Southern Gothic Rock,2005
10521,14262,CoverOf,Emo/Pop Punk,2029,Emo/Pop Punk,2020
10523,15093,InStyleOf,Dream Pop,2022,Psychedelic Rock,2016
10532,10319,InterpolatesFrom,,,Psychedelic Rock,2014
10532,9884,CoverOf,,,Psychedelic Rock,2009
10532,12397,LyricalReferenceTo,,,Dream Pop,2007
10532,16719,InterpolatesFrom,,,,
10534,16312,InterpolatesFrom,Psychedelic Rock,2026,Psychedelic Rock,2010
10534,2704,InterpolatesFrom,Psychedelic Rock,2026,Americana,2023
10535,16512,InterpolatesFrom,Indie Folk,2026,Americana,2013
10535,16514,InStyleOf,Indie Folk,2026,Americana,2013
10535,7278,CoverOf,Indie Folk,2026,Synthwave,2022
10538,5777,InterpolatesFrom,Synthwave,2029,Indie Folk,2013
10538,10673,CoverOf,Synthwave,2029,Doom Metal,2013
10544,14864,InStyleOf,Jazz Surf Rock,2027,Dream Pop,2021
10544,13055,LyricalReferenceTo,Jazz Surf Rock,2027,,
10544,4541,InStyleOf,Jazz Surf Rock,2027,Psychedelic Rock,2023
10549,5110,CoverOf,Indie Pop,1993,Indie Pop,1991
10557,8958,InStyleOf,,,,
10561,6901,InStyleOf,Indie Folk,2017,Indie Folk,2010
10561,2931,InterpolatesFrom,Indie Folk,2017,Symphonic Metal,2013
10562,3100,InStyleOf,Dream Pop,2026,Post-Apocalyptic Folk,2005
10576,4117,CoverOf,Synthwave,2011,Synthwave,1997
10582,9256,InStyleOf,Symphonic Metal,2029,Symphonic Metal,2027
10593,12817,InterpolatesFrom,,,Synthwave,2000
10600,14610,LyricalReferenceTo,Alternative Rock,2005,Southern Gothic Rock,1991
10600,3407,CoverOf,Alternative Rock,2005,Southern Gothic Rock,1987
10601,6268,InStyleOf,Desert Rock,2027,Indie Folk,2017
10601,6901,InterpolatesFrom,Desert Rock,2027,Indie Folk,2010
10612,16517,LyricalReferenceTo,Southern Gothic Rock,2012,Southern Gothic Rock,1986
10616,12594,LyricalReferenceTo,Indie Folk,2013,Dream Pop,2003
10616,13303,CoverOf,Indie Folk,2013,,
10620,7326,InStyleOf,,,Dream Pop,2028
10625,13302,InStyleOf,Dream Pop,2030,Indie Rock,2020
10628,8018,LyricalReferenceTo,Synthpop,2020,Synthwave,2010
10632,611,LyricalReferenceTo,Indie Folk,2013,Indie Folk,2014
10632,6368,DirectlySamples,Indie Folk,2013,Synthwave,1994
10632,16313,CoverOf,Indie Folk,2013,,
10636,3891,InStyleOf,Jazz Surf Rock,2027,,
10636,13538,InStyleOf,Jazz Surf Rock,2027,Oceanus Folk,2024
10636,16264,CoverOf,Jazz Surf Rock,2027,Oceanus Folk,2026
10641,2215,LyricalReferenceTo,Dream Pop,2027,Americana,2023
10641,1195,CoverOf,Dream Pop,2027,,
10641,5680,InStyleOf,Dream Pop,2027,Americana,2020
10642,3966,InterpolatesFrom,,,Synthwave,2018
10648,12961,InStyleOf,Dream Pop,1999,,
10651,8872,InterpolatesFrom,,,Speed Metal,1993
10651,15047,CoverOf,,,Southern Gothic Rock,1986
10651,6227,InStyleOf,,,Speed Metal,1999
10651,15702,CoverOf,,,Speed Metal,1985
10651,8050,CoverOf,,,,
10651,13430,InterpolatesFrom,,,Speed Metal,1991
10651,4861,CoverOf,,,Speed Metal,1996
10653,5288,InterpolatesFrom,Doom Metal,2022,,
10657,15539,InterpolatesFrom,Dream Pop,2017,Dream Pop,2012
10657,4283,LyricalReferenceTo,Dream Pop,2017,Dream Pop,2013
10657,12971,CoverOf,Dream Pop,2017,Dream Pop,2016
10657,10354,CoverOf,Dream Pop,2017,Dream Pop,2018
10659,10342,InterpolatesFrom,Dream Pop,2025,Dream Pop,2017
10659,10281,DirectlySamples,Dream Pop,2025,Synthwave,2016
10659,8816,InterpolatesFrom,Dream Pop,2025,Dream Pop,2012
10659,8245,LyricalReferenceTo,Dream Pop,2025,,
10659,9230,CoverOf,Dream Pop,2025,Dream Pop,2018
10659,3869,DirectlySamples,Dream Pop,2025,Darkwave,2010
10662,467,InterpolatesFrom,Dream Pop,2029,Post-Apocalyptic Folk,2020
10662,11276,LyricalReferenceTo,Dream Pop,2029,Dream Pop,2024
10666,10694,CoverOf,Indie Folk,2020,Psychedelic Rock,2004
10668,11729,InStyleOf,,,Americana,2013
10673,6006,LyricalReferenceTo,Doom Metal,2013,Doom Metal,2004
10676,12721,InStyleOf,,,Dream Pop,2007
10681,15622,CoverOf,Doom Metal,2007,Doom Metal,1997
10685,8888,LyricalReferenceTo,Doom Metal,2020,Indie Rock,2010
10694,12865,InStyleOf,Psychedelic Rock,2004,Psychedelic Rock,2004
10698,12010,CoverOf,Alternative Rock,2014,Alternative Rock,2003
10698,15633,InterpolatesFrom,Alternative Rock,2014,Alternative Rock,2007
10698,13379,InStyleOf,Alternative Rock,2014,Alternative Rock,1992
10698,14749,InterpolatesFrom,Alternative Rock,2014,Alternative Rock,2010
10699,8888,InStyleOf,Indie Folk,2017,Indie Rock,2010
10700,11678,InStyleOf,,,Indie Folk,2023
10716,13777,CoverOf,Americana,2027,,
10722,312,InterpolatesFrom,,,,
10722,11910,InStyleOf,,,Synthwave,2013
10726,6368,LyricalReferenceTo,,,Synthwave,1994
10727,1539,InterpolatesFrom,Avant-Garde Folk,2030,Indie Pop,2019
10727,15964,InterpolatesFrom,Avant-Garde Folk,2030,Avant-Garde Folk,2017
10727,14675,InterpolatesFrom,Avant-Garde Folk,2030,Avant-Garde Folk,2025
10727,11365,InStyleOf,Avant-Garde Folk,2030,Southern Gothic Rock,2016
10728,1779,InStyleOf,,,Indie Folk,2017
10728,4046,InterpolatesFrom,,,,
10728,16366,InStyleOf,,,,
10728,15360,InStyleOf,,,,
10728,2608,LyricalReferenceTo,,,Doom Metal,2013
10730,9884,LyricalReferenceTo,Psychedelic Rock,2013,Psychedelic Rock,2009
10740,1539,DirectlySamples,,,Indie Pop,2019
10740,3596,DirectlySamples,,,Avant-Garde Folk,2015
10740,6454,CoverOf,,,Indie Pop,1991
10741,9942,DirectlySamples,Dream Pop,2027,Synthwave,2017
10741,16432,DirectlySamples,Dream Pop,2027,,
10754,12634,InStyleOf,,,,
10754,12389,InStyleOf,,,Space Rock,2017
10759,13654,InStyleOf,Avant-Garde Folk,2017,Southern Gothic Rock,2000
10759,1411,InStyleOf,Avant-Garde Folk,2017,Southern Gothic Rock,2013
10759,1293,LyricalReferenceTo,Avant-Garde Folk,2017,,
10759,14658,CoverOf,Avant-Garde Folk,2017,,
10759,3349,LyricalReferenceTo,Avant-Garde Folk,2017,Indie Pop,2002
10759,13933,InStyleOf,Avant-Garde Folk,2017,,
10759,7662,InStyleOf,Avant-Garde Folk,2017,Southern Gothic Rock,2013
10759,11368,InterpolatesFrom,Avant-Garde Folk,2017,Southern Gothic Rock,2004
10759,11298,InterpolatesFrom,Avant-Garde Folk,2017,,
10759,2493,InterpolatesFrom,Avant-Garde Folk,2017,Southern Gothic Rock,2012
10759,1772,LyricalReferenceTo,Avant-Garde Folk,2017,Southern Gothic Rock,2010
10761,7010,InStyleOf,Symphonic Metal,2028,Indie Folk,2010
10761,8201,DirectlySamples,Symphonic Metal,2028,Symphonic Metal,2023
10765,3454,InStyleOf,Southern Gothic Rock,2020,Avant-Garde Folk,2006
10767,7278,CoverOf,Dream Pop,2027,Synthwave,2022
10767,10111,InStyleOf,Dream Pop,2027,Darkwave,2019
10767,3362,InStyleOf,Dream Pop,2027,Synthwave,2022
10767,16367,LyricalReferenceTo,Dream Pop,2027,Darkwave,2020
10767,11280,InStyleOf,Dream Pop,2027,Darkwave,2023
10771,12150,InterpolatesFrom,Synthwave,2017,Indie Folk,2007
10773,16210,InStyleOf,Indie Folk,2017,Dream Pop,2006
10777,10782,InterpolatesFrom,Space Rock,2029,Synthwave,2026
10777,14987,LyricalReferenceTo,Space Rock,2029,Doom Metal,2017
10782,11945,InStyleOf,Synthwave,2026,Doom Metal,2007
10787,9884,InterpolatesFrom,Desert Rock,2024,Psychedelic Rock,2009
10787,6268,DirectlySamples,Desert Rock,2024,Indie Folk,2017
10791,6493,InStyleOf,,,,
10793,13591,InStyleOf,Synthwave,2013,Doom Metal,2010
10800,13418,CoverOf,Darkwave,2029,,
10806,10102,CoverOf,Jazz Surf Rock,2027,Americana,2026
10812,15643,InterpolatesFrom,Emo/Pop Punk,2017,Southern Gothic Rock,2016
10812,2331,LyricalReferenceTo,Emo/Pop Punk,2017,Blues Rock,2011
10812,6837,LyricalReferenceTo,Emo/Pop Punk,2017,,
10812,15894,InterpolatesFrom,Emo/Pop Punk,2017,Indie Pop,2014
10814,7607,InterpolatesFrom,Indie Folk,2020,Dream Pop,2016
10818,10562,DirectlySamples,Dream Pop,2028,Dream Pop,2026
10819,12776,InterpolatesFrom,Space Rock,2029,Desert Rock,2020
10819,6790,InterpolatesFrom,Space Rock,2029,,
10819,12237,InStyleOf,Space Rock,2029,Indie Rock,2023
10825,9511,InterpolatesFrom,Dream Pop,2020,Dream Pop,2010
10825,4680,InStyleOf,Dream Pop,2020,,
10826,736,InStyleOf,,,,
10826,1407,CoverOf,,,,
10833,4847,DirectlySamples,,,,
10837,13023,InterpolatesFrom,Indie Pop,2010,Indie Pop,2003
10840,2720,LyricalReferenceTo,,,Alternative Rock,2009
10840,15343,LyricalReferenceTo,,,Speed Metal,1987
10840,4583,InStyleOf,,,Speed Metal,1983
10844,3568,InterpolatesFrom,Indie Folk,2017,Doom Metal,2007
10848,13701,InterpolatesFrom,,,Indie Pop,1995
10848,12242,InStyleOf,,,,
10850,14994,InterpolatesFrom,Dream Pop,2027,Indie Folk,1997
10855,10342,LyricalReferenceTo,Dream Pop,2023,Dream Pop,2017
10855,10281,CoverOf,Dream Pop,2023,Synthwave,2016
10855,10747,InStyleOf,Dream Pop,2023,Dream Pop,2019
10861,11768,CoverOf,Dream Pop,2029,Dream Pop,2024
10861,15634,InterpolatesFrom,Dream Pop,2029,Psychedelic Rock,2022
10875,14994,DirectlySamples,Dream Pop,2029,Indie Folk,1997
10875,1320,InStyleOf,Dream Pop,2029,Synthwave,2000
10883,14691,InStyleOf,,,Dream Pop,2026
10893,4849,LyricalReferenceTo,Psychedelic Rock,2013,,
10903,9096,CoverOf,Dream Pop,2028,Oceanus Folk,2017
10903,12865,InterpolatesFrom,Dream Pop,2028,Psychedelic Rock,2004
10903,3433,LyricalReferenceTo,Dream Pop,2028,Indie Folk,2013
10903,16400,InStyleOf,Dream Pop,2028,Oceanus Folk,2023
10903,1841,InterpolatesFrom,Dream Pop,2028,Indie Folk,2010
10919,974,InterpolatesFrom,Psychedelic Rock,2029,Psychedelic Rock,2023
10928,8867,InStyleOf,,,Symphonic Metal,2007
10928,15622,DirectlySamples,,,Doom Metal,1997
10928,8888,InStyleOf,,,Indie Rock,2010
10928,10673,InStyleOf,,,Doom Metal,2013
10928,13721,CoverOf,,,,
10928,4604,LyricalReferenceTo,,,,
10928,16048,InStyleOf,,,Dream Pop,2017
10928,9996,InStyleOf,,,Jazz Surf Rock,2007
10928,12910,CoverOf,,,,
10935,1935,DirectlySamples,Psychedelic Rock,1991,Psychedelic Rock,1986
10937,1955,CoverOf,,,Emo/Pop Punk,1985
10937,8230,InStyleOf,,,Emo/Pop Punk,1989
10937,6315,InStyleOf,,,Emo/Pop Punk,1987
10937,10294,InterpolatesFrom,,,,
10938,2956,CoverOf,Doom Metal,2010,Indie Folk,2008
10941,8615,LyricalReferenceTo,Indie Rock,2025,,
10941,13062,InterpolatesFrom,Indie Rock,2025,Doom Metal,1994
10944,445,InStyleOf,Dream Pop,2026,,
10944,4038,InterpolatesFrom,Dream Pop,2026,Psychedelic Rock,2020
10944,11525,InStyleOf,Dream Pop,2026,Psychedelic Rock,2020
10944,4541,LyricalReferenceTo,Dream Pop,2026,Psychedelic Rock,2023
10944,11730,InStyleOf,Dream Pop,2026,,
10944,4604,InStyleOf,Dream Pop,2026,,
10953,445,DirectlySamples,Psychedelic Rock,2022,,
10953,11127,CoverOf,Psychedelic Rock,2022,Psychedelic Rock,2016
10963,13055,InterpolatesFrom,,,,
10968,14506,CoverOf,Synthwave,2019,Synthwave,2013
10977,11541,InStyleOf,Indie Folk,2023,Indie Rock,2013
10982,14082,InterpolatesFrom,Darkwave,2017,,
10982,6624,InterpolatesFrom,Darkwave,2017,Indie Folk,2013
10986,8593,InStyleOf,Dream Pop,2023,Doom Metal,2007
10986,13480,InterpolatesFrom,Dream Pop,2023,Synthwave,2009
10990,14514,InStyleOf,,,Indie Folk,2017
10994,12233,LyricalReferenceTo,Southern Gothic Rock,2017,Indie Pop,2012
10994,7872,DirectlySamples,Southern Gothic Rock,2017,Indie Pop,2010
10996,8687,InterpolatesFrom,Alternative Rock,2004,Synthwave,1997
10996,11875,InterpolatesFrom,Alternative Rock,2004,Dream Pop,1994
10996,3508,DirectlySamples,Alternative Rock,2004,,
10996,4849,DirectlySamples,Alternative Rock,2004,,
10996,5787,InStyleOf,Alternative Rock,2004,,
10996,6368,InStyleOf,Alternative Rock,2004,Synthwave,1994
11001,5436,InStyleOf,,,Dream Pop,1984
11001,16635,LyricalReferenceTo,,,,
11005,1841,InterpolatesFrom,Indie Folk,2017,Indie Folk,2010
11005,12365,LyricalReferenceTo,Indie Folk,2017,Americana,2013
11010,15622,LyricalReferenceTo,Doom Metal,2017,Doom Metal,1997
